Date,Casos de dengue
2020-03-16,114460.84107142857
2020-03-17,86981.02526315789
2020-03-18,146914.73377703826
2020-03-19,63589.94233937397
2020-03-20,114460.84107142857
2020-03-21,63589.94233937397
2020-03-22,86981.02526315789
2020-03-23,190271.08052434458
2020-03-24,86981.02526315789
2020-03-25,35170.409638554214
2020-03-26,35170.409638554214
2020-03-27,86981.02526315789
2020-03-28,86981.02526315789
2020-03-29,114460.84107142857
2020-03-30,14070.242105263158
2020-03-31,175378.31818181815
2020-04-01,10421.082644628097
2020-04-02,21821.46153846154
2020-04-03,7663.831978319783
2020-04-04,15328.684350132626
2020-04-05,3048.061281337047
2020-04-06,21821.46153846154
2020-04-07,24633.09670781893
2020-04-08,24633.09670781893
2020-04-09,15328.684350132626
2020-04-10,18266.35
2020-04-11,5734.71506849315
2020-04-12,18266.35
2020-04-13,3048.061281337047
2020-04-14,9527.732919254659
2020-04-15,21821.46153846154
2020-04-16,24633.09670781893
2020-04-17,1511.2641509433963
2020-04-18,21821.46153846154
2020-04-19,3048.061281337047
2020-04-20,15328.684350132626
2020-04-21,3048.061281337047
2020-04-22,24633.09670781893
2020-04-23,24633.09670781893
2020-04-24,15328.684350132626
2020-04-25,18266.35
2020-04-26,18266.35
2020-04-27,3048.061281337047
2020-04-28,15328.684350132626
2020-04-29,18266.35
2020-04-30,5734.71506849315
2020-05-01,7663.831978319783
2020-05-02,5734.71506849315
2020-05-03,14070.242105263158
2020-05-04,24633.09670781893
2020-05-05,24633.09670781893
2020-05-06,7663.831978319783
2020-05-07,7663.831978319783
2020-05-08,3048.061281337047
2020-05-09,5734.71506849315
2020-05-10,5734.71506849315
2020-05-11,18266.35
2020-05-12,18266.35
2020-05-13,3048.061281337047
2020-05-14,10421.082644628097
2020-05-15,24633.09670781893
2020-05-16,24633.09670781893
2020-05-17,11782.503472222223
2020-05-18,18266.35
2020-05-19,15328.684350132626
2020-05-20,18266.35
2020-05-21,11782.503472222223
2020-05-22,7663.831978319783
2020-05-23,24633.09670781893
2020-05-24,24633.09670781893
2020-05-25,15328.684350132626
2020-05-26,5734.71506849315
2020-05-27,7663.831978319783
2020-05-28,7663.831978319783
2020-05-29,18266.35
2020-05-30,14070.242105263158
2020-05-31,24633.09670781893
2020-06-01,806.6883852691218
2020-06-02,510.9779735682819
2020-06-03,806.6883852691218
2020-06-04,656.5555555555555
2020-06-05,1054.6513545347468
2020-06-06,510.9779735682819
2020-06-07,806.6883852691218
2020-06-08,510.9779735682819
2020-06-09,656.5555555555555
2020-06-10,656.5555555555555
2020-06-11,169.68119266055047
2020-06-12,1054.6513545347468
2020-06-13,1054.6513545347468
2020-06-14,884.2083333333334
2020-06-15,656.5555555555555
2020-06-16,169.68119266055047
2020-06-17,1054.6513545347468
2020-06-18,1054.6513545347468
2020-06-19,169.68119266055047
2020-06-20,331.03667136812413
2020-06-21,37.17857142857143
2020-06-22,60.11538461538461
2020-06-23,169.68119266055047
2020-06-24,1054.6513545347468
2020-06-25,37.17857142857143
2020-06-26,331.03667136812413
2020-06-27,656.5555555555555
2020-06-28,83.35897435897436
2020-06-29,83.35897435897436
2020-06-30,806.6883852691218
2020-07-01,1054.6513545347468
2020-07-02,331.03667136812413
2020-07-03,656.5555555555555
2020-07-04,331.03667136812413
2020-07-05,37.17857142857143
2020-07-06,656.5555555555555
2020-07-07,37.17857142857143
2020-07-08,656.5555555555555
2020-07-09,510.9779735682819
2020-07-10,656.5555555555555
2020-07-11,806.6883852691218
2020-07-12,169.68119266055047
2020-07-13,656.5555555555555
2020-07-14,169.68119266055047
2020-07-15,510.9779735682819
2020-07-16,510.9779735682819
2020-07-17,169.68119266055047
2020-07-18,656.5555555555555
2020-07-19,656.5555555555555
2020-07-20,83.35897435897436
2020-07-21,1054.6513545347468
2020-07-22,656.5555555555555
2020-07-23,1054.6513545347468
2020-07-24,60.11538461538461
2020-07-25,656.5555555555555
2020-07-26,884.2083333333334
2020-07-27,1054.6513545347468
2020-07-28,331.03667136812413
2020-07-29,510.9779735682819
2020-07-30,510.9779735682819
2020-07-31,331.03667136812413
2020-08-01,331.03667136812413
2020-08-02,1054.6513545347468
2020-08-03,1054.6513545347468
2020-08-04,1054.6513545347468
2020-08-05,331.03667136812413
2020-08-06,331.03667136812413
2020-08-07,656.5555555555555
2020-08-08,656.5555555555555
2020-08-09,169.68119266055047
2020-08-10,884.2083333333334
2020-08-11,331.03667136812413
2020-08-12,884.2083333333334
2020-08-13,5734.71506849315
2020-08-14,510.9779735682819
2020-08-15,1054.6513545347468
2020-08-16,169.68119266055047
2020-08-17,510.9779735682819
2020-08-18,331.03667136812413
2020-08-19,656.5555555555555
2020-08-20,656.5555555555555
2020-08-21,510.9779735682819
2020-08-22,1054.6513545347468
2020-08-23,1054.6513545347468
2020-08-24,656.5555555555555
2020-08-25,37.17857142857143
2020-08-26,656.5555555555555
2020-08-27,806.6883852691218
2020-08-28,1054.6513545347468
2020-08-29,806.6883852691218
2020-08-30,1054.6513545347468
2020-08-31,331.03667136812413
2020-09-01,331.03667136812413
2020-09-02,656.5555555555555
2020-09-03,1054.6513545347468
2020-09-04,884.2083333333334
2020-09-05,331.03667136812413
2020-09-06,5734.71506849315
2020-09-07,1054.6513545347468
2020-09-08,1054.6513545347468
2020-09-09,510.9779735682819
2020-09-10,331.03667136812413
2020-09-11,37.17857142857143
2020-09-12,331.03667136812413
2020-09-13,510.9779735682819
2020-09-14,656.5555555555555
2020-09-15,169.68119266055047
2020-09-16,510.9779735682819
2020-09-17,331.03667136812413
2020-09-18,806.6883852691218
2020-09-19,331.03667136812413
2020-09-20,1054.6513545347468
2020-09-21,656.5555555555555
2020-09-22,37.17857142857143
2020-09-23,806.6883852691218
2020-09-24,37.17857142857143
2020-09-25,656.5555555555555
2020-09-26,331.03667136812413
2020-09-27,656.5555555555555
2020-09-28,1976.6271186440679
2020-09-29,1976.6271186440679
2020-09-30,1976.6271186440679
2020-10-01,18266.35
2020-10-02,18266.35
2020-10-03,21821.46153846154
2020-10-04,1976.6271186440679
2020-10-05,18266.35
2020-10-06,11782.503472222223
2020-10-07,11782.503472222223
2020-10-08,24633.09670781893
2020-10-09,21821.46153846154
2020-10-10,7663.831978319783
2020-10-11,673.7796610169491
2020-10-12,3048.061281337047
2020-10-13,11782.503472222223
2020-10-14,7663.831978319783
2020-10-15,24633.09670781893
2020-10-16,4612.8050847457625
2020-10-17,24633.09670781893
2020-10-18,3048.061281337047
2020-10-19,7663.831978319783
2020-10-20,14070.242105263158
2020-10-21,4612.8050847457625
2020-10-22,7663.831978319783
2020-10-23,10421.082644628097
2020-10-24,11782.503472222223
2020-10-25,11782.503472222223
2020-10-26,3048.061281337047
2020-10-27,14070.242105263158
2020-10-28,1511.2641509433963
2020-10-29,18266.35
2020-10-30,15328.684350132626
2020-10-31,9527.732919254659
2020-11-01,21821.46153846154
2020-11-02,4612.8050847457625
2020-11-03,18266.35
2020-11-04,14070.242105263158
2020-11-05,10421.082644628097
2020-11-06,18266.35
2020-11-07,18266.35
2020-11-08,18266.35
2020-11-09,15328.684350132626
2020-11-10,7663.831978319783
2020-11-11,24633.09670781893
2020-11-12,18266.35
2020-11-13,15328.684350132626
2020-11-14,14070.242105263158
2020-11-15,7663.831978319783
2020-11-16,15328.684350132626
2020-11-17,11782.503472222223
2020-11-18,24633.09670781893
2020-11-19,11782.503472222223
2020-11-20,10421.082644628097
2020-11-21,3048.061281337047
2020-11-22,9527.732919254659
2020-11-23,5734.71506849315
2020-11-24,1511.2641509433963
2020-11-25,18266.35
2020-11-26,14070.242105263158
2020-11-27,3048.061281337047
2020-11-28,15328.684350132626
2020-11-29,15328.684350132626
2020-11-30,86981.02526315789
2020-12-01,190271.08052434458
2020-12-02,146914.73377703826
2020-12-03,190271.08052434458
2020-12-04,86981.02526315789
2020-12-05,86981.02526315789
2020-12-06,190271.08052434458
2020-12-07,86981.02526315789
2020-12-08,190271.08052434458
2020-12-09,190271.08052434458
2020-12-10,29405.440111420612
2020-12-11,63589.94233937397
2020-12-12,146914.73377703826
2020-12-13,190271.08052434458
2020-12-14,29405.440111420612
2020-12-15,86981.02526315789
2020-12-16,86981.02526315789
2020-12-17,86981.02526315789
2020-12-18,114460.84107142857
2020-12-19,190271.08052434458
2020-12-20,86981.02526315789
2020-12-21,63589.94233937397
2020-12-22,86981.02526315789
2020-12-23,114460.84107142857
2020-12-24,29405.440111420612
2020-12-25,114460.84107142857
2020-12-26,63589.94233937397
2020-12-27,46456.4126984127
2020-12-28,63589.94233937397
2020-12-29,114460.84107142857
2020-12-30,29405.440111420612
2020-12-31,190271.08052434458
2021-01-01,114460.84107142857
2021-01-02,63589.94233937397
2021-01-03,86981.02526315789
2021-01-04,114460.84107142857
2021-01-05,190271.08052434458
2021-01-06,190271.08052434458
2021-01-07,190271.08052434458
2021-01-08,146914.73377703826
2021-01-09,190271.08052434458
2021-01-10,114460.84107142857
2021-01-11,114460.84107142857
2021-01-12,29405.440111420612
2021-01-13,190271.08052434458
2021-01-14,114460.84107142857
2021-01-15,86981.02526315789
2021-01-16,114460.84107142857
2021-01-17,190271.08052434458
2021-01-18,146914.73377703826
2021-01-19,114460.84107142857
2021-01-20,86981.02526315789
2021-01-21,190271.08052434458
2021-01-22,190271.08052434458
2021-01-23,190271.08052434458
2021-01-24,114460.84107142857
2021-01-25,190271.08052434458
2021-01-26,63589.94233937397
2021-01-27,114460.84107142857
2021-01-28,46456.4126984127
2021-01-29,46456.4126984127
2021-01-30,114460.84107142857
2021-01-31,114460.84107142857
2021-02-01,146914.73377703826
2021-02-02,46456.4126984127
2021-02-03,29405.440111420612
2021-02-04,190271.08052434458
2021-02-05,63589.94233937397
2021-02-06,63589.94233937397
2021-02-07,114460.84107142857
2021-02-08,86981.02526315789
2021-02-09,146914.73377703826
2021-02-10,190271.08052434458
2021-02-11,63589.94233937397
2021-02-12,190271.08052434458
2021-02-13,114460.84107142857
2021-02-14,63589.94233937397
2021-02-15,86981.02526315789
2021-02-16,63589.94233937397
2021-02-17,190271.08052434458
2021-02-18,63589.94233937397
2021-02-19,29405.440111420612
2021-02-20,86981.02526315789
2021-02-21,29405.440111420612
2021-02-22,146914.73377703826
2021-02-23,114460.84107142857
2021-02-24,86981.02526315789
2021-02-25,63589.94233937397
2021-02-26,146914.73377703826
2021-02-27,190271.08052434458
2021-02-28,46456.4126984127
2021-03-01,46456.4126984127
2021-03-02,29405.440111420612
2021-03-03,46456.4126984127
2021-03-04,86981.02526315789
2021-03-05,190271.08052434458
2021-03-06,190271.08052434458
2021-03-07,190271.08052434458
2021-03-08,146914.73377703826
2021-03-09,190271.08052434458
2021-03-10,114460.84107142857
2021-03-11,46456.4126984127
2021-03-12,63589.94233937397
2021-03-13,190271.08052434458
2021-03-14,114460.84107142857
2021-03-15,86981.02526315789
2021-03-16,63589.94233937397
2021-03-17,46456.4126984127
2021-03-18,190271.08052434458
2021-03-19,63589.94233937397
2021-03-20,86981.02526315789
2021-03-21,190271.08052434458
2021-03-22,63589.94233937397
2021-03-23,146914.73377703826
2021-03-24,46456.4126984127
2021-03-25,114460.84107142857
2021-03-26,114460.84107142857
2021-03-27,146914.73377703826
2021-03-28,46456.4126984127
2021-03-29,190271.08052434458
2021-03-30,35170.409638554214
2021-03-31,86981.02526315789
2021-04-01,35170.409638554214
2021-04-02,35170.409638554214
2021-04-03,35170.409638554214
2021-04-04,35170.409638554214
2021-04-05,14070.242105263158
2021-04-06,14070.242105263158
2021-04-07,21821.46153846154
2021-04-08,7663.831978319783
2021-04-09,18266.35
2021-04-10,7663.831978319783
2021-04-11,18266.35
2021-04-12,7663.831978319783
2021-04-13,5734.71506849315
2021-04-14,4612.8050847457625
2021-04-15,18266.35
2021-04-16,7663.831978319783
2021-04-17,15328.684350132626
2021-04-18,9527.732919254659
2021-04-19,21821.46153846154
2021-04-20,18266.35
2021-04-21,18266.35
2021-04-22,11782.503472222223
2021-04-23,5734.71506849315
2021-04-24,15328.684350132626
2021-04-25,24633.09670781893
2021-04-26,14070.242105263158
2021-04-27,24633.09670781893
2021-04-28,5734.71506849315
2021-04-29,9527.732919254659
2021-04-30,24633.09670781893
2021-05-01,24633.09670781893
2021-05-02,7663.831978319783
2021-05-03,5734.71506849315
2021-05-04,21821.46153846154
2021-05-05,4612.8050847457625
2021-05-06,3048.061281337047
2021-05-07,11782.503472222223
2021-05-08,21821.46153846154
2021-05-09,15328.684350132626
2021-05-10,5734.71506849315
2021-05-11,7663.831978319783
2021-05-12,3048.061281337047
2021-05-13,15328.684350132626
2021-05-14,3048.061281337047
2021-05-15,21821.46153846154
2021-05-16,18266.35
2021-05-17,10421.082644628097
2021-05-18,15328.684350132626
2021-05-19,18266.35
2021-05-20,21821.46153846154
2021-05-21,3048.061281337047
2021-05-22,3048.061281337047
2021-05-23,3048.061281337047
2021-05-24,4612.8050847457625
2021-05-25,21821.46153846154
2021-05-26,4612.8050847457625
2021-05-27,7663.831978319783
2021-05-28,21821.46153846154
2021-05-29,21821.46153846154
2021-05-30,21821.46153846154
2021-05-31,24633.09670781893
2021-06-01,37.17857142857143
2021-06-02,510.9779735682819
2021-06-03,37.17857142857143
2021-06-04,169.68119266055047
2021-06-05,1054.6513545347468
2021-06-06,83.35897435897436
2021-06-07,806.6883852691218
2021-06-08,1054.6513545347468
2021-06-09,806.6883852691218
2021-06-10,656.5555555555555
2021-06-11,510.9779735682819
2021-06-12,806.6883852691218
2021-06-13,37.17857142857143
2021-06-14,331.03667136812413
2021-06-15,83.35897435897436
2021-06-16,1054.6513545347468
2021-06-17,331.03667136812413
2021-06-18,1054.6513545347468
2021-06-19,656.5555555555555
2021-06-20,656.5555555555555
2021-06-21,656.5555555555555
2021-06-22,37.17857142857143
2021-06-23,37.17857142857143
2021-06-24,37.17857142857143
2021-06-25,510.9779735682819
2021-06-26,510.9779735682819
2021-06-27,806.6883852691218
2021-06-28,656.5555555555555
2021-06-29,656.5555555555555
2021-06-30,83.35897435897436
2021-07-01,884.2083333333334
2021-07-02,331.03667136812413
2021-07-03,1054.6513545347468
2021-07-04,169.68119266055047
2021-07-05,331.03667136812413
2021-07-06,656.5555555555555
2021-07-07,884.2083333333334
2021-07-08,331.03667136812413
2021-07-09,331.03667136812413
2021-07-10,169.68119266055047
2021-07-11,331.03667136812413
2021-07-12,806.6883852691218
2021-07-13,169.68119266055047
2021-07-14,884.2083333333334
2021-07-15,169.68119266055047
2021-07-16,169.68119266055047
2021-07-17,1054.6513545347468
2021-07-18,1054.6513545347468
2021-07-19,656.5555555555555
2021-07-20,331.03667136812413
2021-07-21,1054.6513545347468
2021-07-22,1054.6513545347468
2021-07-23,169.68119266055047
2021-07-24,1054.6513545347468
2021-07-25,656.5555555555555
2021-07-26,510.9779735682819
2021-07-27,1054.6513545347468
2021-07-28,1054.6513545347468
2021-07-29,169.68119266055047
2021-07-30,331.03667136812413
2021-07-31,37.17857142857143
2021-08-01,1054.6513545347468
2021-08-02,169.68119266055047
2021-08-03,656.5555555555555
2021-08-04,1054.6513545347468
2021-08-05,37.17857142857143
2021-08-06,331.03667136812413
2021-08-07,1054.6513545347468
2021-08-08,1054.6513545347468
2021-08-09,1054.6513545347468
2021-08-10,1054.6513545347468
2021-08-11,510.9779735682819
2021-08-12,806.6883852691218
2021-08-13,331.03667136812413
2021-08-14,331.03667136812413
2021-08-15,1054.6513545347468
2021-08-16,806.6883852691218
2021-08-17,806.6883852691218
2021-08-18,5734.71506849315
2021-08-19,331.03667136812413
2021-08-20,884.2083333333334
2021-08-21,1054.6513545347468
2021-08-22,806.6883852691218
2021-08-23,656.5555555555555
2021-08-24,510.9779735682819
2021-08-25,331.03667136812413
2021-08-26,510.9779735682819
2021-08-27,806.6883852691218
2021-08-28,169.68119266055047
2021-08-29,656.5555555555555
2021-08-30,806.6883852691218
2021-08-31,331.03667136812413
2021-09-01,331.03667136812413
2021-09-02,1054.6513545347468
2021-09-03,806.6883852691218
2021-09-04,331.03667136812413
2021-09-05,656.5555555555555
2021-09-06,510.9779735682819
2021-09-07,510.9779735682819
2021-09-08,1054.6513545347468
2021-09-09,656.5555555555555
2021-09-10,331.03667136812413
2021-09-11,1054.6513545347468
2021-09-12,806.6883852691218
2021-09-13,169.68119266055047
2021-09-14,656.5555555555555
2021-09-15,656.5555555555555
2021-09-16,656.5555555555555
2021-09-17,331.03667136812413
2021-09-18,1054.6513545347468
2021-09-19,806.6883852691218
2021-09-20,510.9779735682819
2021-09-21,510.9779735682819
2021-09-22,169.68119266055047
2021-09-23,1054.6513545347468
2021-09-24,806.6883852691218
2021-09-25,656.5555555555555
2021-09-26,5734.71506849315
2021-09-27,37.17857142857143
2021-09-28,656.5555555555555
2021-09-29,331.03667136812413
2021-09-30,169.68119266055047
2021-10-01,21821.46153846154
2021-10-02,331.03667136812413
2021-10-03,11782.503472222223
2021-10-04,14070.242105263158
2021-10-05,1976.6271186440679
2021-10-06,15328.684350132626
2021-10-07,18266.35
2021-10-08,24633.09670781893
2021-10-09,14070.242105263158
2021-10-10,1976.6271186440679
2021-10-11,11782.503472222223
2021-10-12,3048.061281337047
2021-10-13,15328.684350132626
2021-10-14,14070.242105263158
2021-10-15,9527.732919254659
2021-10-16,11782.503472222223
2021-10-17,18266.35
2021-10-18,5734.71506849315
2021-10-19,9527.732919254659
2021-10-20,5734.71506849315
2021-10-21,4612.8050847457625
2021-10-22,21821.46153846154
2021-10-23,5734.71506849315
2021-10-24,11782.503472222223
2021-10-25,4612.8050847457625
2021-10-26,3048.061281337047
2021-10-27,18266.35
2021-10-28,24633.09670781893
2021-10-29,18266.35
2021-10-30,21821.46153846154
2021-10-31,21821.46153846154
2021-11-01,24633.09670781893
2021-11-02,63589.94233937397
2021-11-03,10421.082644628097
2021-11-04,9527.732919254659
2021-11-05,14070.242105263158
2021-11-06,14070.242105263158
2021-11-07,7663.831978319783
2021-11-08,15328.684350132626
2021-11-09,24633.09670781893
2021-11-10,11782.503472222223
2021-11-11,15328.684350132626
2021-11-12,7663.831978319783
2021-11-13,15328.684350132626
2021-11-14,18266.35
2021-11-15,21821.46153846154
2021-11-16,14070.242105263158
2021-11-17,24633.09670781893
2021-11-18,21821.46153846154
2021-11-19,3048.061281337047
2021-11-20,7663.831978319783
2021-11-21,18266.35
2021-11-22,15328.684350132626
2021-11-23,14070.242105263158
2021-11-24,5734.71506849315
2021-11-25,3048.061281337047
2021-11-26,14070.242105263158
2021-11-27,14070.242105263158
2021-11-28,24633.09670781893
2021-11-29,15328.684350132626
2021-11-30,21821.46153846154
2021-12-01,5734.71506849315
2021-12-02,175378.31818181815
2021-12-03,21821.46153846154
2021-12-04,175378.31818181815
2021-12-05,24633.09670781893
2021-12-06,86981.02526315789
2021-12-07,114460.84107142857
2021-12-08,114460.84107142857
2021-12-09,114460.84107142857
2021-12-10,190271.08052434458
2021-12-11,29405.440111420612
2021-12-12,146914.73377703826
2021-12-13,114460.84107142857
2021-12-14,146914.73377703826
2021-12-15,63589.94233937397
2021-12-16,190271.08052434458
2021-12-17,114460.84107142857
2021-12-18,63589.94233937397
2021-12-19,114460.84107142857
2021-12-20,29405.440111420612
2021-12-21,46456.4126984127
2021-12-22,146914.73377703826
2021-12-23,146914.73377703826
2021-12-24,114460.84107142857
2021-12-25,63589.94233937397
2021-12-26,114460.84107142857
2021-12-27,146914.73377703826
2021-12-28,29405.440111420612
2021-12-29,46456.4126984127
2021-12-30,114460.84107142857
2021-12-31,63589.94233937397
2022-01-01,190271.08052434458
2022-01-02,146914.73377703826
2022-01-03,63589.94233937397
2022-01-04,114460.84107142857
2022-01-05,190271.08052434458
2022-01-06,146914.73377703826
2022-01-07,29405.440111420612
2022-01-08,63589.94233937397
2022-01-09,146914.73377703826
2022-01-10,63589.94233937397
2022-01-11,86981.02526315789
2022-01-12,146914.73377703826
2022-01-13,190271.08052434458
2022-01-14,190271.08052434458
2022-01-15,114460.84107142857
2022-01-16,190271.08052434458
2022-01-17,114460.84107142857
2022-01-18,146914.73377703826
2022-01-19,190271.08052434458
2022-01-20,86981.02526315789
2022-01-21,190271.08052434458
2022-01-22,190271.08052434458
2022-01-23,29405.440111420612
2022-01-24,29405.440111420612
2022-01-25,63589.94233937397
2022-01-26,190271.08052434458
2022-01-27,146914.73377703826
2022-01-28,114460.84107142857
2022-01-29,86981.02526315789
2022-01-30,114460.84107142857
2022-01-31,114460.84107142857
2022-02-01,63589.94233937397
2022-02-02,29405.440111420612
2022-02-03,190271.08052434458
2022-02-04,190271.08052434458
2022-02-05,146914.73377703826
2022-02-06,29405.440111420612
2022-02-07,146914.73377703826
2022-02-08,29405.440111420612
2022-02-09,29405.440111420612
2022-02-10,86981.02526315789
2022-02-11,114460.84107142857
2022-02-12,46456.4126984127
2022-02-13,190271.08052434458
2022-02-14,86981.02526315789
2022-02-15,146914.73377703826
2022-02-16,190271.08052434458
2022-02-17,146914.73377703826
2022-02-18,190271.08052434458
2022-02-19,29405.440111420612
2022-02-20,63589.94233937397
2022-02-21,29405.440111420612
2022-02-22,63589.94233937397
2022-02-23,146914.73377703826
2022-02-24,86981.02526315789
2022-02-25,190271.08052434458
2022-02-26,63589.94233937397
2022-02-27,29405.440111420612
2022-02-28,86981.02526315789
2022-03-01,190271.08052434458
2022-03-02,86981.02526315789
2022-03-03,114460.84107142857
2022-03-04,114460.84107142857
2022-03-05,190271.08052434458
2022-03-06,114460.84107142857
2022-03-07,29405.440111420612
2022-03-08,29405.440111420612
2022-03-09,146914.73377703826
2022-03-10,46456.4126984127
2022-03-11,86981.02526315789
2022-03-12,63589.94233937397
2022-03-13,63589.94233937397
2022-03-14,190271.08052434458
2022-03-15,29405.440111420612
2022-03-16,190271.08052434458
2022-03-17,114460.84107142857
2022-03-18,114460.84107142857
2022-03-19,46456.4126984127
2022-03-20,63589.94233937397
2022-03-21,114460.84107142857
2022-03-22,86981.02526315789
2022-03-23,190271.08052434458
2022-03-24,146914.73377703826
2022-03-25,190271.08052434458
2022-03-26,29405.440111420612
2022-03-27,46456.4126984127
2022-03-28,190271.08052434458
2022-03-29,63589.94233937397
2022-03-30,146914.73377703826
2022-03-31,146914.73377703826
2022-04-01,35170.409638554214
2022-04-02,35170.409638554214
2022-04-03,35170.409638554214
2022-04-04,7663.831978319783
2022-04-05,21821.46153846154
2022-04-06,24633.09670781893
2022-04-07,21821.46153846154
2022-04-08,21821.46153846154
2022-04-09,5734.71506849315
2022-04-10,18266.35
2022-04-11,15328.684350132626
2022-04-12,11782.503472222223
2022-04-13,18266.35
2022-04-14,3048.061281337047
2022-04-15,21821.46153846154
2022-04-16,15328.684350132626
2022-04-17,24633.09670781893
2022-04-18,18266.35
2022-04-19,24633.09670781893
2022-04-20,15328.684350132626
2022-04-21,15328.684350132626
2022-04-22,5734.71506849315
2022-04-23,3048.061281337047
2022-04-24,4612.8050847457625
2022-04-25,21821.46153846154
2022-04-26,9527.732919254659
2022-04-27,21821.46153846154
2022-04-28,21821.46153846154
2022-04-29,5734.71506849315
2022-04-30,5734.71506849315
2022-05-01,673.7796610169491
2022-05-02,9527.732919254659
2022-05-03,21821.46153846154
2022-05-04,5734.71506849315
2022-05-05,3048.061281337047
2022-05-06,18266.35
2022-05-07,24633.09670781893
2022-05-08,3048.061281337047
2022-05-09,3048.061281337047
2022-05-10,7663.831978319783
2022-05-11,5734.71506849315
2022-05-12,18266.35
2022-05-13,5734.71506849315
2022-05-14,21821.46153846154
2022-05-15,4612.8050847457625
2022-05-16,14070.242105263158
2022-05-17,11782.503472222223
2022-05-18,3048.061281337047
2022-05-19,24633.09670781893
2022-05-20,18266.35
2022-05-21,3048.061281337047
2022-05-22,3048.061281337047
2022-05-23,21821.46153846154
2022-05-24,18266.35
2022-05-25,14070.242105263158
2022-05-26,14070.242105263158
2022-05-27,11782.503472222223
2022-05-28,5734.71506849315
2022-05-29,9527.732919254659
2022-05-30,18266.35
2022-05-31,7663.831978319783
2022-06-01,331.03667136812413
2022-06-02,806.6883852691218
2022-06-03,1054.6513545347468
2022-06-04,884.2083333333334
2022-06-05,1054.6513545347468
2022-06-06,169.68119266055047
2022-06-07,884.2083333333334
2022-06-08,656.5555555555555
2022-06-09,656.5555555555555
2022-06-10,331.03667136812413
2022-06-11,37.17857142857143
2022-06-12,510.9779735682819
2022-06-13,806.6883852691218
